userid,version,sum_gamerounds,retention_1,retention_7,treatment,engagement_segment
81959,gate_40,6,0,0,1,medium
82064,gate_30,41,1,0,0,high
82545,gate_40,36,0,0,1,high
82655,gate_40,13,0,0,1,medium
82753,gate_30,3,0,0,0,low
82783,gate_40,36,1,1,1,high
82937,gate_40,28,0,0,1,medium
83072,gate_30,11,1,0,0,medium
83080,gate_40,12,0,0,1,medium
83103,gate_30,7,0,0,0,medium
83140,gate_40,14,0,0,1,medium
83254,gate_30,3,1,0,0,low
83309,gate_40,0,0,0,1,non_player
83317,gate_40,5,0,0,1,medium
83438,gate_40,129,1,1,1,high
83732,gate_40,95,0,1,1,high
83798,gate_40,96,1,0,1,high
84100,gate_30,160,1,0,0,high
84191,gate_30,0,0,0,0,non_player
84208,gate_40,17,0,0,1,medium
84406,gate_40,24,1,0,1,medium
84816,gate_40,11,1,0,1,medium
84929,gate_40,6,0,0,1,medium
84961,gate_40,26,0,0,1,medium
85007,gate_40,110,1,1,1,high
85277,gate_30,61,1,1,0,high
85560,gate_30,5,0,0,0,medium
85601,gate_30,15,0,0,0,medium
85805,gate_40,3,0,0,1,low
86342,gate_30,12,0,0,0,medium
86781,gate_40,1,0,0,1,low
86821,gate_40,65,1,0,1,high
87098,gate_40,2,0,0,1,low
87220,gate_40,18,0,0,1,medium
87258,gate_40,275,1,1,1,high
87276,gate_30,19,0,1,0,medium
87410,gate_30,26,0,0,0,medium
87419,gate_30,46,0,0,0,high
87509,gate_40,3,0,0,1,low
87542,gate_30,40,1,0,0,high
87640,gate_40,13,0,0,1,medium
87649,gate_40,8,0,0,1,medium
87671,gate_40,2,0,0,1,low
87697,gate_40,3,0,0,1,low
87728,gate_40,4,0,0,1,low
87827,gate_30,37,1,0,0,high
88235,gate_40,11,0,0,1,medium
88282,gate_30,22,1,0,0,medium
88361,gate_40,55,0,1,1,high
88392,gate_30,20,1,0,0,medium
88497,gate_30,197,1,1,0,high
88521,gate_40,44,0,0,1,high
88907,gate_30,133,1,0,0,high
89272,gate_40,0,0,0,1,non_player
89605,gate_40,2,0,0,1,low
89618,gate_30,21,0,0,0,medium
90120,gate_30,2,0,0,0,low
90233,gate_30,5,0,0,0,medium
90335,gate_40,2,0,0,1,low
90481,gate_40,14,0,0,1,medium
90566,gate_30,0,0,0,0,non_player
90640,gate_30,44,0,1,0,high
90744,gate_30,14,0,0,0,medium
90755,gate_30,76,1,0,0,high
90892,gate_30,52,1,0,0,high
90916,gate_40,88,1,1,1,high
90979,gate_30,36,1,0,0,high
90992,gate_40,66,1,0,1,high
91010,gate_40,70,0,0,1,high
91027,gate_30,2,0,0,0,low
91045,gate_40,44,0,0,1,high
92061,gate_40,98,1,0,1,high
92161,gate_30,18,0,0,0,medium
92162,gate_30,9,0,0,0,medium
92168,gate_40,6,0,0,1,medium
92286,gate_30,3,1,0,0,low
92463,gate_40,2,0,0,1,low
92638,gate_40,54,0,0,1,high
92789,gate_40,4,0,0,1,low
92914,gate_40,13,0,1,1,medium
93014,gate_30,0,0,0,0,non_player
93131,gate_40,8,0,0,1,medium
93166,gate_30,10,1,0,0,medium
93241,gate_30,18,0,0,0,medium
93289,gate_40,0,0,0,1,non_player
93646,gate_30,33,0,0,0,high
93914,gate_40,9,0,0,1,medium
93957,gate_30,6,0,1,0,medium
93997,gate_30,2,0,0,0,low
94159,gate_30,79,1,1,0,high
94282,gate_40,9,0,0,1,medium
94407,gate_30,1,0,0,0,low
94455,gate_40,35,1,1,1,high
94639,gate_30,4,0,0,0,low
94768,gate_30,9,0,0,0,medium
94904,gate_30,43,1,0,0,high
95033,gate_30,42,1,0,0,high
95357,gate_40,6,1,1,1,medium
95371,gate_30,282,1,1,0,high
95530,gate_30,11,0,0,0,medium
95696,gate_40,42,0,1,1,high
95946,gate_30,16,0,0,0,medium
96038,gate_40,132,0,1,1,high
96058,gate_30,49,1,1,0,high
96076,gate_30,95,1,1,0,high
96123,gate_40,3,0,0,1,low
96471,gate_30,183,1,0,0,high
96535,gate_40,24,0,0,1,medium
96561,gate_40,112,1,1,1,high
96675,gate_30,70,1,1,0,high
96744,gate_30,332,1,1,0,high
96745,gate_40,100,1,1,1,high
97019,gate_30,3,0,0,0,low
97308,gate_30,798,1,1,0,high
97461,gate_40,4,0,0,1,low
97741,gate_30,0,0,0,0,non_player
97754,gate_30,27,1,0,0,medium
97777,gate_40,41,1,0,1,high
97849,gate_30,81,1,1,0,high
97873,gate_40,49,1,0,1,high
97971,gate_30,142,1,1,0,high
98151,gate_30,31,0,0,0,high
98229,gate_30,5,1,0,0,medium
98354,gate_40,35,0,0,1,high
98592,gate_40,4,0,0,1,low
98833,gate_30,3,0,0,0,low
98955,gate_30,16,0,0,0,medium
99178,gate_30,12,0,0,0,medium
99252,gate_40,48,1,0,1,high
99264,gate_30,8,1,0,0,medium
99307,gate_40,6,1,0,1,medium
99411,gate_40,13,0,0,1,medium
99583,gate_40,35,1,0,1,high
99630,gate_30,4,0,0,0,low
99631,gate_40,9,1,0,1,medium
99806,gate_30,7,1,0,0,medium
99912,gate_40,27,1,0,1,medium
99928,gate_40,83,1,0,1,high
99944,gate_40,3,0,0,1,low
99976,gate_30,3,0,0,0,low
100026,gate_40,3,0,0,1,low
100084,gate_30,143,0,1,0,high
100151,gate_40,39,1,1,1,high
100214,gate_40,114,1,1,1,high
100367,gate_30,71,1,0,0,high
100511,gate_30,13,0,0,0,medium
100556,gate_40,63,1,1,1,high
100585,gate_30,75,1,0,0,high
100807,gate_30,27,1,0,0,medium
100899,gate_40,15,0,0,1,medium
100933,gate_30,8,0,0,0,medium
101024,gate_40,17,1,0,1,medium
101041,gate_30,95,1,0,0,high
101248,gate_40,6,0,0,1,medium
101591,gate_30,186,1,1,0,high
101601,gate_30,50,1,0,0,high
101664,gate_30,129,1,0,0,high
101675,gate_40,1,0,0,1,low
101697,gate_40,4,1,0,1,low
101864,gate_40,30,0,0,1,high
101880,gate_30,1,0,0,0,low
101884,gate_40,3,0,0,1,low
101915,gate_30,164,1,1,0,high
101953,gate_40,1,1,0,1,low
101961,gate_40,9,0,0,1,medium
102182,gate_40,6,0,0,1,medium
102302,gate_40,78,0,1,1,high
102540,gate_30,249,1,1,0,high
102573,gate_40,34,0,0,1,high
102598,gate_30,29,1,0,0,medium
102742,gate_40,18,1,0,1,medium
102748,gate_40,4,0,0,1,low
102753,gate_30,14,0,0,0,medium
102931,gate_30,2,0,0,0,low
102977,gate_30,8,0,1,0,medium
103095,gate_40,47,1,0,1,high
103308,gate_40,3,0,0,1,low
103414,gate_30,345,1,0,0,high
103463,gate_40,1,0,0,1,low
103498,gate_30,50,1,1,0,high
103555,gate_30,13,0,0,0,medium
103557,gate_40,57,1,0,1,high
103625,gate_30,7,0,0,0,medium
103714,gate_30,13,1,0,0,medium
103804,gate_30,27,0,0,0,medium
104157,gate_40,59,1,0,1,high
104158,gate_40,16,1,1,1,medium
104211,gate_30,51,0,0,0,high
104553,gate_30,4,0,0,0,low
104563,gate_40,7,0,0,1,medium
104577,gate_30,546,1,1,0,high
104592,gate_40,45,0,0,1,high
104686,gate_30,28,1,0,0,medium
104694,gate_30,82,0,1,0,high
104796,gate_30,394,1,1,0,high
104800,gate_30,5,0,0,0,medium
104899,gate_40,227,1,1,1,high
104999,gate_40,258,0,1,1,high
105277,gate_30,56,1,0,0,high
105342,gate_40,0,0,0,1,non_player
105632,gate_40,52,0,0,1,high
105700,gate_30,8,0,0,0,medium
105948,gate_30,0,0,0,0,non_player
106093,gate_30,5,0,0,0,medium
106422,gate_40,8,0,0,1,medium
106423,gate_30,1,0,0,0,low
106447,gate_30,19,1,0,0,medium
106487,gate_30,11,0,0,0,medium
106523,gate_40,6,0,0,1,medium
106600,gate_30,375,1,1,0,high
106828,gate_30,9,0,0,0,medium
106895,gate_30,4,0,0,0,low
107040,gate_40,57,1,0,1,high
107169,gate_40,2,0,0,1,low
107563,gate_30,39,0,0,0,high
107617,gate_30,8,0,0,0,medium
107662,gate_30,1,0,0,0,low
107670,gate_30,7,0,0,0,medium
107936,gate_40,2,0,0,1,low
107981,gate_30,51,1,0,0,high
108052,gate_40,4,0,0,1,low
108068,gate_30,0,0,0,0,non_player
108134,gate_30,54,0,1,0,high
108287,gate_30,10,0,0,0,medium
108303,gate_40,11,0,0,1,medium
108320,gate_40,3,0,0,1,low
108454,gate_30,35,0,1,0,high
108535,gate_40,39,0,0,1,high
108608,gate_30,7,0,0,0,medium
108668,gate_40,19,1,0,1,medium
108753,gate_40,3,1,0,1,low
109109,gate_30,7,0,0,0,medium
109111,gate_40,6,1,0,1,medium
109151,gate_40,109,1,0,1,high
109158,gate_40,106,1,0,1,high
109300,gate_40,0,0,0,1,non_player
109366,gate_40,158,1,1,1,high
109431,gate_30,60,1,0,0,high
109458,gate_40,0,0,0,1,non_player
109556,gate_30,13,1,0,0,medium
109578,gate_30,35,0,0,0,high
109745,gate_40,7,0,0,1,medium
109757,gate_30,29,1,1,0,medium
109796,gate_40,0,0,0,1,non_player
109838,gate_30,9,0,0,0,medium
109991,gate_30,519,1,1,0,high
110004,gate_30,73,1,0,0,high
110329,gate_40,2,0,0,1,low
110479,gate_30,0,0,1,0,non_player
110528,gate_30,5,0,0,0,medium
110634,gate_30,10,0,0,0,medium
110750,gate_40,10,0,0,1,medium
111162,gate_30,5,1,0,0,medium
111196,gate_40,52,1,0,1,high
111362,gate_40,56,1,0,1,high
111382,gate_40,42,1,1,1,high
111496,gate_30,26,0,0,0,medium
111540,gate_40,19,0,0,1,medium
111949,gate_30,20,1,0,0,medium
111961,gate_40,34,0,0,1,high
111981,gate_40,1,0,0,1,low
112127,gate_30,7,1,0,0,medium
112216,gate_40,77,0,0,1,high
112251,gate_30,9,0,0,0,medium
112355,gate_40,0,0,0,1,non_player
112365,gate_40,41,1,0,1,high
112375,gate_30,26,1,0,0,medium
112718,gate_30,553,1,1,0,high
113086,gate_40,11,0,0,1,medium
113087,gate_40,260,1,1,1,high
113325,gate_30,86,1,1,0,high
113378,gate_40,47,0,1,1,high
113462,gate_30,175,1,0,0,high
113497,gate_30,28,1,0,0,medium
113563,gate_30,11,0,0,0,medium
113607,gate_30,25,0,0,0,medium
113621,gate_40,44,1,1,1,high
113666,gate_30,81,1,1,0,high
113725,gate_40,47,1,0,1,high
113800,gate_30,37,1,0,0,high
113888,gate_30,11,1,0,0,medium
114118,gate_30,3,0,0,0,low
114278,gate_30,2,0,0,0,low
114320,gate_30,26,1,0,0,medium
114360,gate_40,2,0,0,1,low
114521,gate_30,0,0,0,0,non_player
114532,gate_30,8,0,0,0,medium
114626,gate_40,11,1,0,1,medium
114859,gate_30,23,0,0,0,medium
114985,gate_40,3,1,0,1,low
115234,gate_30,123,0,1,0,high
115235,gate_30,2,0,0,0,low
115498,gate_40,104,1,0,1,high
115774,gate_40,28,1,0,1,medium
115813,gate_40,1,0,0,1,low
115854,gate_40,21,1,0,1,medium
115980,gate_40,3,0,0,1,low
116002,gate_30,281,1,1,0,high
116099,gate_40,19,1,0,1,medium
116198,gate_30,20,0,0,0,medium
116247,gate_30,240,0,1,0,high
116336,gate_30,2,0,0,0,low
116382,gate_40,69,1,1,1,high
116423,gate_30,33,0,0,0,high
116430,gate_30,15,0,0,0,medium
116439,gate_40,14,1,0,1,medium
116590,gate_30,45,1,0,0,high
116653,gate_40,17,0,0,1,medium
116793,gate_40,275,1,1,1,high
116828,gate_30,11,1,0,0,medium
117026,gate_30,317,1,0,0,high
117186,gate_40,2,0,0,1,low
117195,gate_40,1,0,0,1,low
117242,gate_30,90,1,0,0,high
117481,gate_30,15,1,0,0,medium
117700,gate_40,90,1,0,1,high
117728,gate_40,14,0,0,1,medium
117763,gate_40,6,0,0,1,medium
117868,gate_30,190,1,0,0,high
117918,gate_40,11,1,0,1,medium
117992,gate_30,142,1,1,0,high
118091,gate_40,8,0,0,1,medium
118189,gate_30,50,0,0,0,high
118204,gate_30,3,0,0,0,low
118555,gate_40,6,0,0,1,medium
118654,gate_40,192,0,1,1,high
118690,gate_30,8,0,0,0,medium
118773,gate_40,0,0,0,1,non_player
119142,gate_30,28,0,0,0,medium
119209,gate_40,343,0,1,1,high
119231,gate_30,6,1,0,0,medium
119331,gate_30,10,0,1,0,medium
119464,gate_30,2,1,0,0,low
119507,gate_30,3,0,0,0,low
119591,gate_40,11,0,0,1,medium
119742,gate_30,191,1,1,0,high
119784,gate_30,2,0,0,0,low
120131,gate_40,3,0,0,1,low
120587,gate_30,45,0,0,0,high
120662,gate_40,8,1,1,1,medium
120664,gate_40,20,1,0,1,medium
120771,gate_30,16,0,0,0,medium
120978,gate_30,18,0,0,0,medium
121148,gate_40,52,0,0,1,high
121179,gate_30,3,0,0,0,low
121303,gate_30,1374,1,1,0,high
121409,gate_30,2,0,0,0,low
121431,gate_40,3,0,0,1,low
121476,gate_30,4,0,0,0,low
121571,gate_30,8,0,0,0,medium
121738,gate_40,19,0,0,1,medium
122133,gate_30,3,1,0,0,low
122211,gate_30,4,0,0,0,low
122299,gate_40,65,0,0,1,high
122334,gate_30,1,0,0,0,low
122533,gate_30,199,1,1,0,high
122635,gate_30,24,1,0,0,medium
122690,gate_40,3,0,0,1,low
122817,gate_40,74,1,0,1,high
122975,gate_30,197,1,1,0,high
122981,gate_30,40,0,0,0,high
123038,gate_40,9,0,0,1,medium
123083,gate_40,29,0,0,1,medium
123121,gate_40,66,1,0,1,high
123318,gate_40,48,1,0,1,high
123406,gate_40,14,0,0,1,medium
123522,gate_40,15,0,0,1,medium
123638,gate_30,50,1,0,0,high
123904,gate_30,2,0,0,0,low
123937,gate_40,39,1,0,1,high
124004,gate_30,16,0,0,0,medium
124022,gate_30,6,1,0,0,medium
124379,gate_40,124,0,1,1,high
124432,gate_40,0,0,0,1,non_player
124568,gate_40,4,0,0,1,low
124702,gate_30,93,1,1,0,high
124729,gate_30,41,1,0,0,high
124759,gate_30,2,0,0,0,low
124945,gate_30,16,1,0,0,medium
125019,gate_30,8,0,0,0,medium
125035,gate_40,4,0,0,1,low
125058,gate_30,38,1,0,0,high
125379,gate_30,91,1,1,0,high
125416,gate_30,19,0,0,0,medium
125523,gate_30,344,1,1,0,high
125735,gate_40,73,0,0,1,high
125749,gate_40,11,0,0,1,medium
125752,gate_30,2,1,0,0,low
125925,gate_30,51,1,0,0,high
125951,gate_30,1,0,0,0,low
125996,gate_40,33,1,1,1,high
126043,gate_40,142,1,0,1,high
126289,gate_30,44,1,0,0,high
126418,gate_40,44,1,0,1,high
126645,gate_30,222,1,1,0,high
126812,gate_30,11,0,0,0,medium
126972,gate_40,14,0,0,1,medium
127003,gate_40,6,0,0,1,medium
127428,gate_30,12,1,0,0,medium
127467,gate_40,15,1,0,1,medium
127487,gate_30,200,1,1,0,high
127596,gate_40,6,1,0,1,medium
127794,gate_30,35,0,0,0,high
127814,gate_30,3,0,0,0,low
127839,gate_30,5,0,1,0,medium
127893,gate_30,13,0,0,0,medium
128079,gate_30,17,1,0,0,medium
128334,gate_30,3,0,0,0,low
128346,gate_30,43,1,0,0,high
128355,gate_40,4,1,0,1,low
128450,gate_40,2,0,0,1,low
128547,gate_40,64,0,0,1,high
128817,gate_30,399,0,1,0,high
128956,gate_30,60,1,0,0,high
128989,gate_40,216,1,0,1,high
129110,gate_40,42,1,0,1,high
129131,gate_40,18,1,0,1,medium
129156,gate_40,15,0,0,1,medium
129203,gate_40,1,0,0,1,low
129208,gate_30,14,0,0,0,medium
129260,gate_30,129,0,1,0,high
129284,gate_40,2,0,0,1,low
129335,gate_40,2,0,0,1,low
129391,gate_30,26,0,0,0,medium
129682,gate_30,12,1,0,0,medium
129826,gate_40,13,0,0,1,medium
130176,gate_40,17,1,0,1,medium
130250,gate_40,13,1,0,1,medium
130260,gate_30,7,0,0,0,medium
130271,gate_30,23,1,0,0,medium
130391,gate_30,33,0,0,0,high
130412,gate_30,38,0,0,0,high
130417,gate_40,36,1,1,1,high
130572,gate_40,55,1,0,1,high
130879,gate_30,159,1,1,0,high
131233,gate_30,11,0,0,0,medium
131261,gate_30,4,0,0,0,low
131314,gate_30,2,0,0,0,low
131358,gate_40,69,1,1,1,high
131740,gate_30,74,1,0,0,high
132154,gate_30,4,0,0,0,low
132240,gate_30,4,0,0,0,low
132330,gate_30,113,1,0,0,high
132503,gate_30,1,0,0,0,low
132756,gate_40,5,0,0,1,medium
132794,gate_40,0,0,0,1,non_player
132919,gate_40,36,1,0,1,high
132928,gate_40,139,1,1,1,high
132961,gate_40,79,1,0,1,high
133088,gate_30,50,1,0,0,high
133102,gate_40,11,0,0,1,medium
133577,gate_30,331,1,1,0,high
133783,gate_30,12,0,0,0,medium
133854,gate_40,29,1,0,1,medium
133961,gate_40,26,0,0,1,medium
134380,gate_40,117,1,0,1,high
134381,gate_40,7,1,0,1,medium
134386,gate_40,23,0,0,1,medium
134428,gate_40,26,0,0,1,medium
134595,gate_40,2,0,0,1,low
134621,gate_40,40,1,0,1,high
134692,gate_30,15,0,0,0,medium
134763,gate_40,32,1,0,1,high
134875,gate_40,10,1,0,1,medium
134885,gate_30,432,1,1,0,high
134891,gate_40,2,0,0,1,low
134914,gate_30,8,1,0,0,medium
135084,gate_40,16,1,0,1,medium
135220,gate_40,148,1,1,1,high
135232,gate_30,2,0,0,0,low
135315,gate_30,2,0,0,0,low
135435,gate_40,1,0,0,1,low
135479,gate_30,4,0,0,0,low
135584,gate_30,4,0,1,0,low
135693,gate_30,149,1,1,0,high
135739,gate_30,13,0,0,0,medium
135910,gate_40,5,0,0,1,medium
135919,gate_30,21,0,1,0,medium
135978,gate_30,80,0,1,0,high
136109,gate_40,1,0,0,1,low
136363,gate_40,0,0,0,1,non_player
136453,gate_30,12,0,0,0,medium
136496,gate_40,1,0,0,1,low
136506,gate_30,9,0,0,0,medium
136638,gate_30,15,0,0,0,medium
136647,gate_30,13,0,0,0,medium
136724,gate_40,9,1,0,1,medium
136945,gate_30,12,1,0,0,medium
137089,gate_40,2,0,0,1,low
137158,gate_30,7,0,0,0,medium
137177,gate_30,45,0,0,0,high
137354,gate_30,18,0,0,0,medium
137380,gate_40,43,1,1,1,high
137445,gate_40,284,1,1,1,high
137520,gate_30,9,1,0,0,medium
137546,gate_40,5,0,0,1,medium
137570,gate_30,181,1,1,0,high
137586,gate_40,21,1,0,1,medium
137752,gate_40,27,0,0,1,medium
137865,gate_30,39,1,0,0,high
137911,gate_40,19,1,1,1,medium
138070,gate_40,32,1,0,1,high
138234,gate_30,75,1,1,0,high
138257,gate_40,0,0,0,1,non_player
138315,gate_30,10,0,0,0,medium
138392,gate_40,34,1,0,1,high
138521,gate_30,4,1,0,0,low
138561,gate_30,22,0,0,0,medium
138622,gate_40,16,1,0,1,medium
138886,gate_30,59,1,1,0,high
138891,gate_30,231,1,1,0,high
138918,gate_30,2,0,0,0,low
139072,gate_40,681,0,1,1,high
139081,gate_40,8,0,0,1,medium
139206,gate_40,0,0,0,1,non_player
139211,gate_40,3,0,0,1,low
139264,gate_30,311,1,1,0,high
139309,gate_40,6,0,0,1,medium
139581,gate_40,103,1,1,1,high
139772,gate_30,80,0,1,0,high
139856,gate_40,2,0,0,1,low
140041,gate_30,70,1,1,0,high
140102,gate_40,10,0,0,1,medium
140335,gate_40,3,0,0,1,low
140468,gate_30,27,1,0,0,medium
140695,gate_40,2,0,0,1,low
140734,gate_30,51,0,1,0,high
140907,gate_30,81,1,0,0,high
141059,gate_40,28,0,0,1,medium
141146,gate_40,13,0,0,1,medium
141163,gate_30,44,1,0,0,high
141256,gate_40,10,0,0,1,medium
141275,gate_30,12,1,0,0,medium
141449,gate_40,124,0,1,1,high
141509,gate_30,1,0,0,0,low
141613,gate_30,23,0,0,0,medium
141698,gate_40,36,0,0,1,high
141837,gate_30,6,0,0,0,medium
141928,gate_40,2,0,0,1,low
141967,gate_40,3,1,0,1,low
142162,gate_40,11,0,0,1,medium
142359,gate_40,66,1,1,1,high
142413,gate_40,35,1,0,1,high
142456,gate_40,9,1,0,1,medium
142665,gate_40,28,1,0,1,medium
142718,gate_30,29,1,0,0,medium
142942,gate_40,1,0,0,1,low
142964,gate_30,3,0,0,0,low
142985,gate_40,57,1,1,1,high
143079,gate_40,24,0,0,1,medium
143115,gate_40,13,1,1,1,medium
143123,gate_40,4,1,0,1,low
143284,gate_30,8,0,0,0,medium
143386,gate_30,1,0,0,0,low
143514,gate_30,15,1,0,0,medium
143691,gate_30,10,0,0,0,medium
143939,gate_40,57,1,0,1,high
143962,gate_40,4,0,0,1,low
144087,gate_30,1,0,0,0,low
144110,gate_40,0,0,0,1,non_player
144120,gate_30,52,1,0,0,high
144252,gate_30,1,0,0,0,low
144287,gate_30,18,1,0,0,medium
144430,gate_30,3,0,0,0,low
144470,gate_40,7,0,0,1,medium
144493,gate_40,29,0,0,1,medium
144553,gate_30,9,0,0,0,medium
144571,gate_40,87,1,1,1,high
144664,gate_30,45,1,0,0,high
144692,gate_30,6,0,0,0,medium
144935,gate_30,5,0,0,0,medium
145093,gate_40,25,1,0,1,medium
145225,gate_40,75,1,1,1,high
145307,gate_40,22,1,1,1,medium
145401,gate_30,3,0,0,0,low
145539,gate_40,1,0,0,1,low
145578,gate_30,7,0,0,0,medium
145763,gate_40,30,0,1,1,high
145852,gate_30,186,1,1,0,high
145917,gate_40,3,0,0,1,low
145938,gate_30,53,1,0,0,high
146150,gate_30,3,1,0,0,low
146164,gate_40,3,0,0,1,low
146269,gate_40,29,0,0,1,medium
146394,gate_30,2,1,0,0,low
146502,gate_30,15,1,0,0,medium
146715,gate_40,134,1,1,1,high
146772,gate_30,2,0,0,0,low
146836,gate_30,16,0,0,0,medium
146898,gate_30,347,1,1,0,high
146937,gate_40,29,0,0,1,medium
146981,gate_40,12,0,0,1,medium
147246,gate_40,95,1,0,1,high
147292,gate_40,76,0,1,1,high
147334,gate_40,22,1,1,1,medium
147450,gate_40,6,0,0,1,medium
147507,gate_40,7,0,0,1,medium
147572,gate_40,18,1,1,1,medium
147639,gate_30,11,0,0,0,medium
147685,gate_40,71,1,0,1,high
147826,gate_30,8,0,0,0,medium
147830,gate_40,12,1,1,1,medium
147836,gate_30,22,0,0,0,medium
148012,gate_30,6,0,0,0,medium
148083,gate_40,0,0,0,1,non_player
148166,gate_30,211,1,0,0,high
148248,gate_40,3,0,0,1,low
148254,gate_30,10,0,0,0,medium
148358,gate_30,137,0,1,0,high
148453,gate_40,0,0,0,1,non_player
148488,gate_40,1,0,0,1,low
148574,gate_40,1,0,0,1,low
148772,gate_40,30,1,0,1,high
148811,gate_40,49,0,0,1,high
148974,gate_40,50,1,0,1,high
149244,gate_30,0,0,0,0,non_player
149272,gate_40,42,0,1,1,high
149329,gate_30,4,0,0,0,low
149473,gate_30,14,0,0,0,medium
149574,gate_30,60,1,0,0,high
149626,gate_40,5,0,0,1,medium
149641,gate_30,3,0,0,0,low
149721,gate_40,30,1,0,1,high
149805,gate_40,35,1,1,1,high
149859,gate_40,3,0,0,1,low
149896,gate_40,116,1,1,1,high
150039,gate_30,503,1,0,0,high
150056,gate_40,70,0,0,1,high
150076,gate_40,45,1,1,1,high
150102,gate_40,74,1,0,1,high
150178,gate_40,60,0,1,1,high
150398,gate_40,169,1,1,1,high
150529,gate_30,6,0,0,0,medium
150547,gate_40,42,0,0,1,high
150648,gate_30,35,0,1,0,high
150818,gate_40,43,1,0,1,high
150860,gate_40,11,0,0,1,medium
150861,gate_40,185,1,0,1,high
150936,gate_40,2,0,0,1,low
151171,gate_40,21,0,0,1,medium
151188,gate_40,10,0,0,1,medium
151255,gate_40,15,1,0,1,medium
151297,gate_40,34,1,0,1,high
151354,gate_30,27,1,0,0,medium
151367,gate_30,222,1,1,0,high
151387,gate_40,0,0,0,1,non_player
151428,gate_30,0,0,0,0,non_player
151543,gate_40,20,1,0,1,medium
151588,gate_40,32,1,1,1,high
151823,gate_30,13,0,0,0,medium
151846,gate_30,20,1,0,0,medium
152136,gate_30,3,0,0,0,low
152233,gate_40,11,0,0,1,medium
152269,gate_40,12,0,0,1,medium
152371,gate_30,25,0,0,0,medium
152596,gate_30,31,1,0,0,high
152747,gate_30,0,0,0,0,non_player
152824,gate_40,62,1,0,1,high
153206,gate_40,12,0,0,1,medium
153448,gate_30,3,0,0,0,low
153509,gate_40,3,0,0,1,low
153715,gate_40,7,0,0,1,medium
153746,gate_40,3,0,0,1,low
153879,gate_40,3,0,0,1,low
153921,gate_30,22,0,0,0,medium
154098,gate_40,118,1,0,1,high
154141,gate_40,24,1,0,1,medium
154165,gate_40,4,0,0,1,low
154254,gate_30,19,1,0,0,medium
154280,gate_40,16,0,0,1,medium
154381,gate_40,18,1,0,1,medium
154392,gate_30,28,1,0,0,medium
154490,gate_40,117,1,1,1,high
154535,gate_30,7,1,0,0,medium
154658,gate_40,37,1,0,1,high
154666,gate_40,20,1,0,1,medium
154849,gate_30,1,0,0,0,low
154995,gate_40,4,0,0,1,low
155074,gate_30,9,1,0,0,medium
155505,gate_30,23,1,0,0,medium
155627,gate_30,1,0,0,0,low
155665,gate_40,87,1,0,1,high
155726,gate_40,103,1,1,1,high
155827,gate_40,29,0,0,1,medium
155888,gate_30,5,0,0,0,medium
155941,gate_40,28,0,0,1,medium
155958,gate_40,25,1,0,1,medium
156189,gate_30,16,0,0,0,medium
156220,gate_30,212,1,1,0,high
156370,gate_30,12,0,1,0,medium
156403,gate_40,31,1,0,1,high
156485,gate_30,5,1,0,0,medium
156697,gate_30,762,1,1,0,high
156750,gate_30,12,0,0,0,medium
156852,gate_30,23,1,0,0,medium
156990,gate_40,49,0,1,1,high
157002,gate_40,16,0,0,1,medium
157010,gate_30,10,0,0,0,medium
157098,gate_40,3,0,0,1,low
157124,gate_30,3,0,0,0,low
157149,gate_40,1,0,0,1,low
157151,gate_30,1,0,0,0,low
157168,gate_40,32,1,0,1,high
157385,gate_40,3,0,0,1,low
157553,gate_30,24,1,1,0,medium
157584,gate_30,62,1,0,0,high
157624,gate_40,16,1,0,1,medium
157879,gate_40,313,1,1,1,high
157929,gate_40,21,0,0,1,medium
158094,gate_30,42,1,0,0,high
158279,gate_30,2,0,0,0,low
158375,gate_40,16,1,0,1,medium
158459,gate_40,57,1,1,1,high
158501,gate_40,8,0,0,1,medium
158595,gate_40,33,1,0,1,high
158623,gate_40,1,0,0,1,low
158679,gate_30,43,1,0,0,high
158710,gate_30,0,0,0,0,non_player
158820,gate_40,294,1,0,1,high
159013,gate_30,4,0,0,0,low
159030,gate_30,0,0,0,0,non_player
159050,gate_30,16,1,0,0,medium
159068,gate_30,37,0,0,0,high
159201,gate_30,5,0,0,0,medium
159273,gate_30,2,0,0,0,low
159335,gate_40,17,1,0,1,medium
159569,gate_40,41,1,0,1,high
159606,gate_40,3,0,0,1,low
159637,gate_30,2,0,0,0,low
159790,gate_30,6,0,0,0,medium
159811,gate_30,12,0,0,0,medium
159871,gate_40,141,1,0,1,high
159887,gate_30,15,0,0,0,medium
159961,gate_40,5,0,0,1,medium
160149,gate_30,3,0,0,0,low
160152,gate_30,44,0,0,0,high
160169,gate_30,4,0,0,0,low
160191,gate_30,58,1,0,0,high
160268,gate_30,384,1,1,0,high
160315,gate_30,41,1,0,0,high
160475,gate_40,0,0,0,1,non_player
160706,gate_30,32,1,0,0,high
160982,gate_40,21,1,0,1,medium
161056,gate_40,4,0,0,1,low
161358,gate_40,12,1,0,1,medium
161890,gate_40,2,0,0,1,low
161945,gate_40,9,1,0,1,medium
161999,gate_30,8,0,1,0,medium
162054,gate_30,16,0,0,0,medium
162085,gate_30,253,1,1,0,high
162166,gate_30,9,1,0,0,medium
162205,gate_30,35,1,1,0,high
162303,gate_30,2,0,0,0,low
162399,gate_40,13,0,0,1,medium
162493,gate_30,0,0,0,0,non_player
